,cor,p,ratio
sonar_java:S2274,0.13862943878186712,0.9443234082064291,13.690000000000017
sonar_java:S4042,1.7005986910230058,0.6271246062876723,13.690000000000017
sonar_java:S101,1.4978661367851887,0.668774307234653,13.690000000000017
sonar_java:S1163,2.639057329615497,0.7898739008463278,13.690000000000017
sonar_java:S5411,2.4011712835034595,0.5525138446652825,13.690000000000017
sonar_java:S2065,1.6639340904494255,0.09284752831568337,13.690000000000017
sonar_java:S100,0.22889868535278057,0.08158994977524608,13.690000000000017
sonar_java:S3400,0.8047189648077181,0.8709877985860272,13.690000000000017
sonar_java:S3011,3.390527011720499,0.06069301636675433,12.960000000000017
sonar_java:S2234,3.7841896339441545,0.7023151973978475,13.690000000000017
sonar_java:S6541,4.485823439188344,0.3648432977730929,13.690000000000017
sonar_java:S1185,2.2028014659343187,0.15940125491990798,13.690000000000017
sonar_java:S1659,1.62386791432541,0.46328286847021716,13.690000000000017
sonar_java:S2438,1.9851459568569574,0.6884193939924181,13.690000000000017
sonar_java:S1149,0.5079068659272405,0.7195399311177124,13.690000000000017
sonar_java:S1197,1.622596566597743,0.5702735047508576,13.690000000000017
sonar_java:S3824,3.4863551901161047,0.38842865925340353,13.690000000000017
sonar_java:S4968,1.9862984372884043,0.2800292861562991,13.690000000000017
sonar_java:S1172,4.24633746230674,0.1749994256808428,12.960000000000017
sonar_java:S3878,2.4849066504108,0.8018960352183641,13.690000000000017
sonar_java:S4929,3.1780538535304776,0.7482502971444607,13.690000000000017
sonar_java:S2129,0.44079506557712,0.7217322786219105,13.690000000000017
sonar_java:S2147,2.2712054868775824,0.2089552572793547,13.690000000000017
sonar_java:S1135,1.843580170124981,4.5203673848179355e-21,5.760000000000006
sonar_java:S1117,1.682590640706225,6.71600175536917e-08,12.250000000000016
sonar_java:S135,3.780936529198722,0.06136287892408114,12.250000000000016
sonar_java:S125,3.3456601290046932,0.0005684473908232748,10.890000000000013
sonar_java:S1905,2.2871558871231894,0.004145965163922406,12.960000000000017
sonar_java:S1450,1.7047480946873472,0.8077749659073235,13.690000000000017
sonar_java:S5993,2.4849066504108,0.8018960352183641,13.690000000000017
sonar_java:S3252,2.20950279426813,0.12205904349776114,13.690000000000017
sonar_java:S3398,2.791984291261995,0.08215219360712986,12.960000000000017
sonar_java:S1210,2.890371757904691,0.7703829381051968,13.690000000000017
sonar_java:S3516,2.1972249534948816,0.8244568699694649,13.690000000000017
sonar_java:S1119,3.900593723011671,0.05883344632292204,12.960000000000017
sonar_java:S1130,2.8622008809302737,0.6827261881948474,13.690000000000017
sonar_java:S2293,2.240913133531788,2.1119261722837075e-06,10.890000000000013
sonar_java:S1181,2.009829036830647,0.18833354272586844,13.690000000000017
sonar_java:S1141,2.9057306980504896,0.5116571329920762,13.690000000000017
sonar_java:S112,1.96951535503359,0.0001299625093677181,12.250000000000016
sonar_java:S1319,0.4807273660112654,0.2658925038187627,13.690000000000017
sonar_java:S1604,2.564451305820378,0.009959833420346741,12.960000000000017
sonar_java:S1186,2.7772184859876146,7.4803065187702675e-06,12.250000000000016
sonar_java:S1854,2.5828460132402085,0.00014555446329838443,12.250000000000016
sonar_java:S2864,5.1676390438419215,0.46040809409603856,13.690000000000017
sonar_java:S1215,0.5612160190235678,0.7338029492071987,13.690000000000017
sonar_java:S3358,3.8818497040103495,0.10596401365434495,12.960000000000017
sonar_java:S2388,2.2256906371766383,0.05476000842150053,12.960000000000017
sonar_java:S1612,1.7408116615791789,0.5782176418733502,13.690000000000017
sonar_java:S1126,4.762173935071184,0.23870852351934824,12.960000000000017
sonar_java:S3012,3.123505554334417,0.4039067067989056,13.690000000000017
