class,smell,description
\guava-gwt\target\classes\com\google\common\collect\Synchronized.java:17:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\classes\com\google\common\collect\Tables.java:17:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\classes\com\google\common\collect\super\com\google\common\collect\ImmutableBiMap.java:17:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\classes\com\google\common\collect\super\com\google\common\collect\ImmutableList.java:17:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\classes\com\google\common\collect\super\com\google\common\collect\ImmutableMap.java:17:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\classes\com\google\common\collect\super\com\google\common\collect\ImmutableSet.java:17:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\classes\com\google\common\collect\super\com\google\common\collect\ImmutableSortedMap.java:17:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\classes\com\google\common\collect\super\com\google\common\collect\ImmutableSortedSet.java:17:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\classes\com\google\common\util\concurrent\AbstractFuture.java:15:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\classes\com\google\common\util\concurrent\Futures.java:15:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\classes\com\google\common\util\concurrent\MoreExecutors.java:15:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\guava-gwt-sources\com\google\common\base\Functions.java:15:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\guava-gwt-sources\com\google\common\base\Predicates.java:15:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\guava-gwt-sources\com\google\common\base\Suppliers.java:15:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\guava-gwt-sources\com\google\common\cache\CacheBuilder.java:15:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\guava-gwt-sources\com\google\common\cache\LocalCache.java:15:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\guava-gwt-sources\com\google\common\collect\AbstractBiMap.java:17:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\guava-gwt-sources\com\google\common\collect\AbstractMapBasedMultimap.java:17:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\guava-gwt-sources\com\google\common\collect\ArrayTable.java:17:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
\guava-gwt\target\guava-gwt-sources\com\google\common\collect\CollectCollectors.java:17:,CouplingBetweenObjects:,High amount of different objects as members denotes a high coupling
