Class,Number of commentsComment,Number of line comments,Number of Block comments,Number of Javadoc comments,Number of Licence comments,Number of comments in methode,Number of method comments,Number of class comments
/flow-client/src/test-gwt/java/com/vaadin/client/CustomScheduler.java,1,0,1,0,1,0,0,0
/flow-client/src/test-gwt/java/com/vaadin/client/flow/collection/GwtJsArrayTest.java,12,10,1,1,1,10,1,0
/flow-client/src/test-gwt/java/com/vaadin/client/flow/collection/GwtJsMapTest.java,3,1,1,1,1,1,1,0
/flow-client/src/test-gwt/java/com/vaadin/client/flow/collection/GwtJsSetTest.java,4,2,1,1,1,2,1,0
/flow-client/src/test-gwt/java/com/vaadin/client/flow/collection/GwtJsWeakMapTest.java,4,3,1,0,1,3,0,0
/flow-client/src/test-gwt/java/com/vaadin/client/flow/dom/GwtDomApiTest.java,1,0,1,0,0,0,1,0
/flow-client/src/test-gwt/java/com/vaadin/client/flow/dom/GwtPolymerApiImplTest.java,0,0,0,0,0,0,0,0
/flow-client/src/test-gwt/java/com/vaadin/client/flow/GwtBasicElementBinderTest.java,76,59,9,8,1,59,16,0
/flow-client/src/test-gwt/java/com/vaadin/client/flow/GwtErrotHandlerTest.java,1,0,1,0,1,0,0,0
/flow-client/src/test-gwt/java/com/vaadin/client/flow/GwtEventHandlerTest.java,9,2,6,1,1,2,5,1
/flow-client/src/test-gwt/java/com/vaadin/client/flow/GwtMultipleBindingTest.java,4,2,2,0,1,2,1,0
/flow-client/src/test-gwt/java/com/vaadin/client/flow/GwtPolymerModelTest.java,13,4,7,2,0,3,9,1
/flow-client/src/test-gwt/java/com/vaadin/client/flow/GwtPropertyElementBinderTest.java,11,6,3,2,1,7,2,1
/flow-client/src/test-gwt/java/com/vaadin/client/flow/GwtStateNodeTest.java,1,0,1,0,1,0,0,0
/flow-client/src/test-gwt/java/com/vaadin/client/flow/GwtStateTreeTest.java,12,6,5,1,1,6,4,1
/flow-client/src/test-gwt/java/com/vaadin/client/flow/GwtTreeChangeProcessorTest.java,1,0,1,0,1,0,0,0
/flow-client/src/test-gwt/java/com/vaadin/client/flow/util/GwtNativeFunctionTest.java,1,0,1,0,1,0,0,0
/flow-client/src/test-gwt/java/com/vaadin/client/GwtApplicationConnectionTest.java,8,4,3,1,1,0,4,3
/flow-client/src/test-gwt/java/com/vaadin/client/GwtDependencyLoaderTest.java,7,4,2,1,1,4,1,1
/flow-client/src/test-gwt/java/com/vaadin/client/GwtExecuteJavaScriptElementUtilsTest.java,9,2,7,0,1,2,6,0
/flow-client/src/test-gwt/java/com/vaadin/client/GwtMessageHandlerTest.java,39,32,6,1,1,32,5,1
/flow-client/src/test-gwt/java/com/vaadin/client/GwtSuite.java,1,0,1,0,0,1,0,0
/flow-client/src/test-gwt/java/com/vaadin/client/GwtWidgetUtilTest.java,1,0,1,0,1,0,0,0
/flow-client/target/.generated/com/google/gwt/lang/com_00046vaadin_00046ClientEngine__EntryMethodHolder.java,1,1,0,0,0,1,0,0
/flow-data/src/main/java/com/vaadin/flow/data/binder/AbstractBeanPropertyDefinition.java,4,0,1,3,1,0,2,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/BeanPropertySet.java,25,9,6,10,1,14,9,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/BeanValidationBinder.java,8,1,1,6,1,1,5,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/Binder.java,177,40,5,132,1,44,131,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/BinderValidationErrorHandler.java,4,0,1,3,1,0,2,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/BinderValidationStatus.java,14,0,1,13,1,0,12,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/BinderValidationStatusHandler.java,3,0,1,2,1,0,1,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/BindingException.java,5,0,1,4,1,0,3,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/BindingExceptionHandler.java,3,0,1,2,1,0,1,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/BindingValidationStatus.java,15,0,1,14,1,3,10,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/BindingValidationStatusHandler.java,3,0,1,2,1,0,1,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/DefaultBinderValidationErrorHandler.java,8,0,1,7,1,0,6,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/DefaultBindingExceptionHandler.java,2,0,1,1,1,0,0,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/ErrorLevel.java,8,0,1,7,1,6,0,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/ErrorMessageProvider.java,3,0,1,2,1,0,1,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/HasDataProvider.java,3,0,1,2,1,0,1,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/HasFilterableDataProvider.java,4,0,1,3,1,0,2,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/HasItemComponents.java,6,0,1,5,1,0,4,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/HasItems.java,5,0,1,4,1,0,3,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/HasItemsAndComponents.java,2,0,1,1,1,0,0,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/HasValidator.java,4,0,1,3,1,0,2,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/PropertyDefinition.java,13,0,1,12,1,0,11,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/PropertyFilterDefinition.java,6,0,1,5,1,0,4,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/PropertyId.java,3,0,1,2,1,1,0,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/PropertySet.java,4,0,1,3,1,0,2,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/ReadOnlyHasValue.java,4,0,1,3,1,0,2,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/RequiredFieldConfigurator.java,7,0,1,6,1,0,5,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/RequiredFieldConfiguratorUtil.java,5,1,1,3,1,1,2,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/Result.java,13,0,1,12,1,0,11,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/Setter.java,3,0,1,2,1,0,1,1
