Class,Number of commentsComment,Number of line comments,Number of Block comments,Number of Javadoc comments,Number of Licence comments,Number of comments in methode,Number of method comments,Number of class comments
/core/src/com/google/inject/internal/MoreTypes.java,37,24,1,12,1,24,11,1
/core/src/com/google/inject/internal/Nullability.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/internal/package-info.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/internal/PackageNameCompressor.java,52,47,1,4,1,36,5,10
/core/src/com/google/inject/internal/PrivateElementProcessor.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/internal/PrivateElementsImpl.java,7,2,2,3,1,2,2,2
/core/src/com/google/inject/internal/ProcessedBindingData.java,5,0,1,4,1,0,3,1
/core/src/com/google/inject/internal/ProvidedByInternalFactory.java,3,1,1,1,1,1,0,1
/core/src/com/google/inject/internal/ProviderInstanceBindingImpl.java,1,0,1,0,1,0,0,0
/core/src/com/google/inject/internal/ProviderInternalFactory.java,6,3,1,2,1,3,1,1
/core/src/com/google/inject/internal/ProviderMethod.java,20,11,2,7,1,11,7,1
/core/src/com/google/inject/internal/ProviderMethodsModule.java,33,25,1,7,1,25,6,1
/core/src/com/google/inject/internal/ProviderToInternalFactoryAdapter.java,6,3,1,2,1,3,1,1
/core/src/com/google/inject/internal/ProvidesMethodScanner.java,7,5,1,1,1,5,0,1
/core/src/com/google/inject/internal/ProvisionListenerCallbackStore.java,12,6,1,5,1,4,5,2
/core/src/com/google/inject/internal/ProvisionListenerStackCallback.java,8,5,2,1,1,5,1,1
/core/src/com/google/inject/internal/ProxyFactory.java,10,6,1,3,1,6,2,1
/core/src/com/google/inject/internal/RealElement.java,3,1,1,1,2,0,0,1
/core/src/com/google/inject/internal/RealMapBinder.java,113,91,0,22,0,83,25,5
/core/src/com/google/inject/internal/RealMultibinder.java,55,46,1,8,0,40,13,2
/core/src/com/google/inject/internal/RealOptionalBinder.java,75,54,4,17,1,49,24,1
/core/src/com/google/inject/internal/ScopeBindingProcessor.java,4,2,1,1,1,2,0,1
/core/src/com/google/inject/internal/ScopeNotFoundError.java,1,0,0,1,0,0,0,1
/core/src/com/google/inject/internal/Scoping.java,15,4,1,10,1,4,9,1
/core/src/com/google/inject/internal/SingleFieldInjector.java,4,2,1,1,1,2,0,1
/core/src/com/google/inject/internal/SingleMemberInjector.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/internal/SingleMethodInjector.java,5,2,2,1,1,3,0,1
/core/src/com/google/inject/internal/SingleParameterInjector.java,5,2,1,2,1,1,1,2
/core/src/com/google/inject/internal/SingletonScope.java,43,33,0,10,0,38,3,2
/core/src/com/google/inject/internal/SourceFormatter.java,6,4,0,2,0,4,1,1
/core/src/com/google/inject/internal/TypeConverterBindingProcessor.java,5,2,1,2,1,2,1,1
/core/src/com/google/inject/internal/UniqueAnnotations.java,4,0,2,2,1,1,1,1
/core/src/com/google/inject/internal/UntargettedBindingImpl.java,1,0,1,0,1,0,0,0
/core/src/com/google/inject/internal/UntargettedBindingProcessor.java,7,5,1,1,1,5,0,1
/core/src/com/google/inject/internal/util/CallerFinder.java,1,0,0,1,0,0,0,1
/core/src/com/google/inject/internal/util/Classes.java,4,0,1,3,1,0,2,1
/core/src/com/google/inject/internal/util/ContinuousStopwatch.java,5,0,1,4,1,0,3,1
/core/src/com/google/inject/internal/util/DirectStackWalkerFinder.java,1,0,0,1,0,0,0,1
/core/src/com/google/inject/internal/util/LineNumbers.java,12,6,1,5,1,6,4,1
/core/src/com/google/inject/internal/util/NewThrowableFinder.java,1,0,0,1,0,0,0,1
/core/src/com/google/inject/internal/util/SourceProvider.java,8,0,1,7,1,0,6,1
/core/src/com/google/inject/internal/util/StackTraceElements.java,6,0,1,5,1,0,4,1
/core/src/com/google/inject/internal/WeakKeySet.java,9,5,1,3,1,5,2,1
/core/src/com/google/inject/Key.java,43,11,2,30,1,5,32,5
/core/src/com/google/inject/matcher/AbstractMatcher.java,5,3,1,1,1,0,0,4
/core/src/com/google/inject/matcher/Matcher.java,5,0,1,4,1,0,3,1
/core/src/com/google/inject/matcher/Matchers.java,12,0,1,11,1,0,10,1
/core/src/com/google/inject/matcher/package-info.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/MembersInjector.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/Module.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/multibindings/ClassMapKey.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/multibindings/MapBinder.java,12,2,1,9,1,0,8,3
/core/src/com/google/inject/multibindings/MapBinderBinding.java,10,0,1,9,1,0,8,1
