,cor,p,ratio
sonar_java:S1700,2.397895272800858,0.7320647560459609,6.760000000000008
sonar_java:S5993,1.5690473197212778,0.7231472853219738,6.760000000000008
sonar_java:S1659,1.2424533258322725,0.8018960329807616,6.760000000000008
sonar_java:S106,0.76752836433218,0.8161762547456666,6.760000000000008
sonar_java:S1301,1.9459101493059832,0.8442865367299682,6.760000000000008
sonar_java:S1192,2.0642061605681534,0.30716496948884764,6.250000000000006
sonar_java:S1155,2.7725889265713604,0.7795002975937448,6.760000000000008
sonar_java:S1488,1.963478133818542,0.22769150415878514,6.250000000000006
sonar_java:S6548,2.917770732084309,0.5556693308619551,6.760000000000008
sonar_java:S1118,2.456735772821416,0.5434608821147686,6.760000000000008
sonar_java:S3398,2.6408465785343243,0.25783337445057863,6.760000000000008
sonar_java:S1121,2.1972245818681837,0.8244569746472894,6.760000000000008
sonar_java:S3516,1.9459101493059832,0.8442865367299682,6.760000000000008
sonar_java:S3457,0.6121797032400162,0.2628497171176666,6.760000000000008
sonar_java:S1130,3.4011973818183256,0.7312246836901177,6.760000000000008
sonar_java:S2293,1.4252172729652015,0.0010173418175434962,4.840000000000004
sonar_java:S3824,2.079441541679984,0.8337373046389678,6.760000000000008
sonar_java:S108,3.120895417241674,0.5851400060514852,6.760000000000008
sonar_java:S127,3.2580965380609648,0.6416970702028919,6.760000000000008
sonar_java:S1181,2.197224577919943,0.7537523533649535,6.760000000000008
sonar_java:S1874,0.8405857316724491,0.24691108167423204,6.760000000000008
sonar_java:S3776,3.1288463781116542,0.03606478629577407,4.410000000000004
sonar_java:S1141,0.8020307371118682,0.626925276438355,6.760000000000008
sonar_java:S112,1.5120138307803728,0.25747782290123755,6.760000000000008
sonar_java:S1604,3.086441849522835,0.28019423936100196,6.250000000000006
sonar_java:S1133,1.9102701453520585,0.27512297831920884,6.760000000000008
sonar_java:S4719,3.258096538060964,0.7421283971757777,6.760000000000008
sonar_java:S4968,1.6094379124342426,0.8709878240180046,6.760000000000008
sonar_java:S1186,2.343479850684827,0.43247484128347036,6.760000000000008
sonar_java:S1854,2.484906651664545,0.8018960329807616,6.760000000000008
sonar_java:S1172,2.094035511250664,0.5037453804803912,6.760000000000008
sonar_java:S2147,1.7087483915312047,0.5338553973239817,6.760000000000008
sonar_java:S3400,3.496507561809008,0.7239924846268447,6.760000000000008
sonar_java:S2864,3.135494215938799,0.7515119529488504,6.760000000000008
sonar_java:S1135,2.2550009003458067,0.009142296464430167,4.410000000000004
sonar_java:S3011,2.423132135129301,0.27382808773535916,6.250000000000006
sonar_java:S1117,3.0160201123629387,0.08485452802811971,5.760000000000006
sonar_java:S107,3.8712010109079142,0.4982711013998121,6.760000000000008
sonar_java:S1948,1.1025278948006336,0.1892476531140207,6.760000000000008
sonar_java:S1165,1.9459101493059832,0.8442865367299682,6.760000000000008
sonar_java:S2160,1.4847794654378152,0.2618414230090156,6.250000000000006
sonar_java:S135,3.5722756857439357,0.23144435928762697,6.250000000000006
sonar_java:S2176,1.0986122962802436,0.911788636275698,6.760000000000008
sonar_java:S6541,3.7612001160130064,0.5911134755560209,6.760000000000008
sonar_java:S1452,1.5585784918712806,0.0031436793846882707,5.290000000000005
sonar_java:S125,3.8430301339412045,0.34173083822925754,6.250000000000006
sonar_java:S1905,4.465908135666521,0.43463460291919587,6.250000000000006
sonar_java:S3626,4.241326752590253,0.5446286803252727,6.760000000000008
