class,loc
/clients/src/main/java/org/apache/kafka/common/security/auth/AuthenticationContext.java,7
/clients/src/main/java/org/apache/kafka/common/errors/AuthenticationException.java,14
/clients/src/main/java/org/apache/kafka/common/network/Authenticator.java,32
/clients/src/main/java/org/apache/kafka/server/authorizer/AuthorizableRequestContext.java,16
/clients/src/main/java/org/apache/kafka/common/errors/AuthorizationException.java,9
/clients/src/main/java/org/apache/kafka/server/authorizer/AuthorizationResult.java,7
/clients/src/main/java/org/apache/kafka/server/authorizer/Authorizer.java,123
/jmh-benchmarks/src/main/java/org/apache/kafka/jmh/acl/AuthorizerBenchmark.java,218
/clients/src/main/java/org/apache/kafka/common/errors/AuthorizerNotReadyException.java,7
/clients/src/main/java/org/apache/kafka/server/authorizer/AuthorizerServerInfo.java,13
/server/src/main/java/org/apache/kafka/security/authorizer/AuthorizerUtils.java,53
/clients/src/main/java/org/apache/kafka/common/metrics/stats/Avg.java,22
/clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/BackgroundEvent.java,41
/clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/BackgroundEventHandler.java,19
/clients/src/main/java/org/apache/kafka/common/security/kerberos/BadFormatString.java,10
/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/errors/BadRequestException.java,10
/streams/src/main/java/org/apache/kafka/streams/processor/internals/assignment/BalanceSubtopologyGraphConstructor.java,205
/server-common/src/main/java/org/apache/kafka/timeline/BaseHashTable.java,187
/streams/src/main/java/org/apache/kafka/streams/kstream/internals/graph/BaseJoinProcessorNode.java,51
/jmh-benchmarks/src/main/java/org/apache/kafka/jmh/record/BaseRecordBatchBenchmark.java,111
/clients/src/main/java/org/apache/kafka/common/record/BaseRecords.java,5
/streams/src/main/java/org/apache/kafka/streams/kstream/internals/graph/BaseRepartitionNode.java,114
/clients/src/main/java/org/apache/kafka/common/feature/BaseVersionRange.java,76
/connect/basic-auth-extension/src/main/java/org/apache/kafka/connect/rest/basic/auth/extension/BasicAuthSecurityRestExtension.java,48
/trogdor/src/main/java/org/apache/kafka/trogdor/basic/BasicNode.java,83
/clients/src/main/java/org/apache/kafka/common/security/oauthbearer/internals/secured/BasicOAuthBearerToken.java,52
/trogdor/src/main/java/org/apache/kafka/trogdor/basic/BasicPlatform.java,82
/trogdor/src/main/java/org/apache/kafka/trogdor/basic/BasicTopology.java,34
/raft/src/main/java/org/apache/kafka/raft/Batch.java,145
/raft/src/main/java/org/apache/kafka/raft/internals/BatchAccumulator.java,362
/raft/src/main/java/org/apache/kafka/raft/internals/BatchBuilder.java,224
/metadata/src/main/java/org/apache/kafka/metadata/util/BatchFileReader.java,145
/metadata/src/main/java/org/apache/kafka/metadata/util/BatchFileWriter.java,81
/streams/src/main/java/org/apache/kafka/streams/processor/BatchingStateRestoreCallback.java,10
/raft/src/main/java/org/apache/kafka/raft/internals/BatchMemoryPool.java,80
/storage/src/main/java/org/apache/kafka/storage/internals/log/BatchMetadata.java,52
/raft/src/main/java/org/apache/kafka/raft/BatchReader.java,9
/streams/src/main/java/org/apache/kafka/streams/state/internals/BatchWritingStore.java,9
/clients/src/main/java/org/apache/kafka/common/requests/BeginQuorumEpochRequest.java,64
/clients/src/main/java/org/apache/kafka/common/requests/BeginQuorumEpochResponse.java,63
/streams/src/main/java/org/apache/kafka/streams/state/internals/BlockBasedTableConfigWithAccessibleCache.java,14
/raft/src/main/java/org/apache/kafka/raft/internals/BlockingMessageQueue.java,50
/connect/runtime/src/main/java/org/apache/kafka/connect/converters/BooleanConverter.java,76
/connect/runtime/src/main/java/org/apache/kafka/connect/converters/BooleanConverterConfig.java,13
/clients/src/main/java/org/apache/kafka/common/serialization/BooleanDeserializer.java,41
/clients/src/main/java/org/apache/kafka/common/serialization/BooleanSerializer.java,14
/metadata/src/main/java/org/apache/kafka/metadata/bootstrap/BootstrapDirectory.java,93
/metadata/src/main/java/org/apache/kafka/metadata/bootstrap/BootstrapMetadata.java,102
/server-common/src/main/java/org/apache/kafka/server/mutable/BoundedList.java,155
/server-common/src/main/java/org/apache/kafka/server/mutable/BoundedListTooLongException.java,10
/clients/src/main/java/org/apache/kafka/common/protocol/types/BoundField.java,15
/streams/src/main/java/org/apache/kafka/streams/kstream/Branched.java,50
/streams/src/main/java/org/apache/kafka/streams/kstream/internals/BranchedInternal.java,25
/streams/src/main/java/org/apache/kafka/streams/kstream/BranchedKStream.java,9
/streams/src/main/java/org/apache/kafka/streams/kstream/internals/BranchedKStreamImpl.java,86
/server-common/src/main/java/org/apache/kafka/server/record/BrokerCompressionType.java,59
/metadata/src/main/java/org/apache/kafka/controller/BrokerControlState.java,22
/metadata/src/main/java/org/apache/kafka/controller/BrokerControlStates.java,30
/metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,382
/metadata/src/main/java/org/apache/kafka/metadata/BrokerHeartbeatReply.java,50
/clients/src/main/java/org/apache/kafka/common/requests/BrokerHeartbeatRequest.java,44
/clients/src/main/java/org/apache/kafka/common/requests/BrokerHeartbeatResponse.java,40
/clients/src/main/java/org/apache/kafka/common/errors/BrokerIdNotRegisteredException.java,9
/server-common/src/main/java/org/apache/kafka/admin/BrokerMetadata.java,22
/clients/src/main/java/org/apache/kafka/common/errors/BrokerNotAvailableException.java,10
/streams/src/main/java/org/apache/kafka/streams/errors/BrokerNotFoundException.java,13
/metadata/src/main/java/org/apache/kafka/metadata/BrokerRegistration.java,349
/metadata/src/main/java/org/apache/kafka/metadata/BrokerRegistrationFencingChange.java,29
/metadata/src/main/java/org/apache/kafka/metadata/BrokerRegistrationInControlledShutdownChange.java,28
/metadata/src/main/java/org/apache/kafka/metadata/BrokerRegistrationReply.java,25
/clients/src/main/java/org/apache/kafka/common/requests/BrokerRegistrationRequest.java,52
/clients/src/main/java/org/apache/kafka/common/requests/BrokerRegistrationResponse.java,44
/clients/src/main/java/org/apache/kafka/common/config/internals/BrokerSecurityConfigs.java,72
/metadata/src/main/java/org/apache/kafka/metadata/BrokerState.java,34
/metadata/src/main/java/org/apache/kafka/controller/BrokersToIsrs.java,225
/raft/src/main/java/org/apache/kafka/raft/errors/BufferAllocationException.java,7
/streams/src/main/java/org/apache/kafka/streams/kstream/internals/suppress/BufferConfigInternal.java,29
/clients/src/main/java/org/apache/kafka/clients/producer/BufferExhaustedException.java,8
/streams/src/main/java/org/apache/kafka/streams/kstream/internals/suppress/BufferFullStrategy.java,5
/metadata/src/main/java/org/apache/kafka/metadata/migration/BufferingBatchConsumer.java,27
/streams/src/main/java/org/apache/kafka/streams/state/internals/BufferKey.java,45
/clients/src/main/java/org/apache/kafka/clients/producer/internals/BufferPool.java,223
/clients/src/main/java/org/apache/kafka/common/utils/BufferSupplier.java,72
/streams/src/main/java/org/apache/kafka/streams/state/internals/BufferValue.java,120
/streams/src/main/java/org/apache/kafka/streams/state/BuiltInDslStoreSuppliers.java,69
/clients/src/main/java/org/apache/kafka/clients/producer/internals/BuiltInPartitioner.java,147
/connect/runtime/src/main/java/org/apache/kafka/connect/converters/ByteArrayConverter.java,51
/clients/src/main/java/org/apache/kafka/common/serialization/ByteArrayDeserializer.java,7
/clients/src/main/java/org/apache/kafka/common/serialization/ByteArraySerializer.java,7
/clients/src/main/java/org/apache/kafka/common/protocol/ByteBufferAccessor.java,109
/clients/src/main/java/org/apache/kafka/common/serialization/ByteBufferDeserializer.java,15
/clients/src/main/java/org/apache/kafka/common/utils/ByteBufferInputStream.java,31
/clients/src/main/java/org/apache/kafka/common/record/ByteBufferLogInputStream.java,47
/clients/src/main/java/org/apache/kafka/common/utils/ByteBufferOutputStream.java,65
/clients/src/main/java/org/apache/kafka/common/network/ByteBufferSend.java,54
/clients/src/main/java/org/apache/kafka/common/serialization/ByteBufferSerializer.java,19
/clients/src/main/java/org/apache/kafka/common/utils/ByteBufferUnmapper.java,83
/clients/src/main/java/org/apache/kafka/common/utils/Bytes.java,116
/server-common/src/main/java/org/apache/kafka/server/common/serialization/BytesApiMessageSerde.java,27
/clients/src/main/java/org/apache/kafka/common/serialization/BytesDeserializer.java,9
/clients/src/main/java/org/apache/kafka/common/serialization/BytesSerializer.java,9
/clients/src/main/java/org/apache/kafka/common/utils/ByteUtils.java,256
/jmh-benchmarks/src/main/java/org/apache/kafka/jmh/util/ByteUtilsBenchmark.java,453
/clients/src/main/java/org/apache/kafka/common/cache/Cache.java,7
/streams/src/main/java/org/apache/kafka/streams/state/internals/CachedStateStore.java,7
/clients/src/main/java/org/apache/kafka/clients/consumer/internals/CachedSupplier.java,12
/streams/src/main/java/org/apache/kafka/streams/state/internals/CacheFlushListener.java,6
/streams/src/main/java/org/apache/kafka/streams/state/internals/CacheFunction.java,6
/streams/src/main/java/org/apache/kafka/streams/state/internals/CachingKeyValueStore.java,444
/streams/src/main/java/org/apache/kafka/streams/state/internals/CachingSessionStore.java,419
/streams/src/main/java/org/apache/kafka/streams/state/internals/CachingWindowStore.java,483
/clients/src/main/java/org/apache/kafka/clients/producer/Callback.java,4
/connect/runtime/src/main/java/org/apache/kafka/connect/util/Callback.java,18
/streams/src/main/java/org/apache/kafka/streams/processor/Cancellable.java,5
/tools/src/main/java/org/apache/kafka/tools/reassign/CancelledMoveState.java,25
/raft/src/main/java/org/apache/kafka/raft/CandidateState.java,169
/connect/transforms/src/main/java/org/apache/kafka/connect/transforms/Cast.java,407
/shell/src/main/java/org/apache/kafka/shell/command/CatCommandHandler.java,91
/shell/src/main/java/org/apache/kafka/shell/command/CdCommandHandler.java,83
/streams/src/main/java/org/apache/kafka/streams/kstream/internals/Change.java,36
/streams/src/main/java/org/apache/kafka/streams/kstream/internals/ChangedDeserializer.java,111
/streams/src/main/java/org/apache/kafka/streams/kstream/internals/ChangedSerializer.java,109
/streams/src/main/java/org/apache/kafka/streams/state/internals/ChangeLoggingKeyValueBytesStore.java,104
/streams/src/main/java/org/apache/kafka/streams/state/internals/ChangeLoggingListValueBytesStore.java,25
/streams/src/main/java/org/apache/kafka/streams/state/internals/ChangeLoggingSessionBytesStore.java,84
