Class,Number of commentsComment,Number of line comments,Number of Block comments,Number of Javadoc comments,Number of Licence comments,Number of comments in methode,Number of method comments,Number of class comments
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/conf/ReconfigurationTaskStatus.java,3,0,0,3,1,0,2,0
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/conf/ReconfigurationUtil.java,4,3,0,1,1,3,0,0
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/conf/StorageSize.java,5,2,1,2,1,2,1,1
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/conf/StorageUnit.java,5,0,2,3,1,2,0,2
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/CipherOption.java,2,0,0,2,1,0,0,1
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/CipherSuite.java,6,0,0,6,1,4,0,1
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/CryptoCodec.java,9,0,0,9,1,0,7,1
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/CryptoInputStream.java,56,20,5,31,1,24,30,1
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/CryptoOutputStream.java,16,3,3,10,1,5,9,1
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/CryptoProtocolVersion.java,4,0,0,4,1,2,0,1
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/CryptoStreamUtils.java,6,0,0,6,1,0,5,0
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/Decryptor.java,4,0,0,4,1,0,3,0
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/Encryptor.java,4,0,0,4,1,0,3,0
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/JceAesCtrCryptoCodec.java,2,0,0,2,1,0,0,1
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/JceCtrCryptoCodec.java,7,5,0,2,1,6,0,0
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/JceSm4CtrCryptoCodec.java,2,0,0,2,1,0,0,1
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/key/CachingKeyProvider.java,6,4,0,2,1,4,0,1
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/key/JavaKeyStoreProvider.java,39,32,0,7,1,32,5,1
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/key/KeyProvider.java,39,5,0,34,1,5,32,1
/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/key/KeyProviderCryptoExtension.java,37,10,0,27,1,10,25,1
